,title,sent,category
1051,"Transcriptome Analysis of Human Peripheral Blood Mononuclear Cells Exposed to Lassa Virus and to the Attenuated Mopeia/Lassa Reassortant 29 (ML29), a Vaccine Candidate","LASV and ML29 elicited differential expression of interferon-stimulated genes (ISG), as well as genes involved in apoptosis, NF-kB signaling and the coagulation pathways.",interleukin
1052,Is systems biology the key to preventing the next pandemic?,Effective therapeutics and vaccines are essential to protect against current and future pandemics.,antivirus
1053,More than efficacy revealed by single-cell analysis of antiviral therapeutics,Long-term success of an antiviral therapeutic is determined not only by its efficacy but also by the duration of time required for drug-resistance to evolve.,antivirus
1054,Viral fusion efficacy of specific H3N2 influenza virus reassortant combinations at single-particle level,"However, few studies have compared different reassortant combinations in pseudoparticle systems, or compared entry kinetics of native viruses and their pseudotyped analogs.",antivirus
1055,"Design and synthesis of novel Imidazo[2,1-b]thiazole derivatives as potent antiviral and antimycobacterial agents",The antituberculosis activity was evaluated by using the Microplate Alamar Blue Assay and the antiviral activity was evaluated against diverse viruses in mammalian cell cultures.,antivirus
1056,Template-based coiled-coil antigens elicit neutralizing antibodies to the SARS-coronavirus,"In in vitro viral infectivity assays, no inhibition was observed for either HRN1 or HRN2 anti-serum, whereas both HRC1 and HRC2 anti-sera could inhibit SARS-CoV infection in a dose-dependent manner.",antivirus
1057,Compounds with anti-influenza activity: present and future of strategies for the optimal treatment and management of influenza Part II: Future compounds against influenza virus,"Indeed, although vaccination is the most powerful means of mitigating the effects of influenza epidemics, antiviral drugs can be very useful, particularly in delaying the spread of new pandemic viruses, thereby enabling manufacturers to prepare large quantities of pandemic vaccine.",antivirus
1058,Compounds with anti-influenza activity: present and future of strategies for the optimal treatment and management of influenza Part II: Future compounds against influenza virus,"Indeed, during seasonal and pandemic outbreaks, antiviral drugs have usually been administered in mono-therapy and, sometimes, in an uncontrolled manner to farm animals.",antivirus
1059,Alphavirus replication in cultured cells and infected animals is inhibited by antiproteinase agents, The influence of different antiproteinase agents on alphavirus replication was examined.,antivirus
1060,"Novel and potent inhibitors targeting DHODH, a rate-limiting enzyme in de novo pyrimidine biosynthesis, are broad-spectrum antiviral against RNA viruses including newly emerged coronavirus SARS-CoV-2","Herein, we identified two potent inhibitors of DHODH, S312 and S416, with favorable drug-like and pharmacokinetic profiles, which all showed broad-spectrum antiviral effects against various RNA viruses, including influenza A virus (H1N1, H3N2, H9N2), Zika virus, Ebola virus, and particularly against the recent novel coronavirus SARS-CoV-2.",antivirus
1061,"Novel and potent inhibitors targeting DHODH, a rate-limiting enzyme in de novo pyrimidine biosynthesis, are broad-spectrum antiviral against RNA viruses including newly emerged coronavirus SARS-CoV-2","Existing direct-acting antiviral (DAA) drugs cannot be applied immediately to new viruses because of virus-specificity, and the development of new DAA drugs from the beginning is not timely for outbreaks.",antivirus
1062,Artificial microRNAs can effectively inhibit replication of Venezuelan equine encephalitis virus,"Further, these microRNAs were cloned into the expression vector in combination to see the synergistic effect on VEEV replication.",antivirus
1063,Intracellular synthesis and processing of the structural glycoproteins of turkey enteric coronavirus,"High yields of virus replication were obtained, in the presence of SM, even at concentrations which greatly affected the cellular functions.",antivirus
1064,Human Sentinel Surveillance of Influenza and Other Respiratory Viral Pathogens in Border Areas of Western Cambodia,"ILI-specimens negative for influenza were cultured, followed by rRT-PCR for enterovirus and rhinovirus (EV/RV) and EV71.",antivirus
1065,Human Sentinel Surveillance of Influenza and Other Respiratory Viral Pathogens in Border Areas of Western Cambodia,Influenza vaccination coverage was low (<20%).,antivirus
1066,Cell-based antiviral screening against coronaviruses: Developing virus-specific and broad-spectrum inhibitors," To combat the public health threat from emerging coronaviruses (CoV), the development of antiviral therapies with either virus-specific or pan-coronaviral activities is necessary.",antivirus
1067,Inhibitors of c-Jun N-terminal kinases—JuNK no more?,"In many but not all cases, SP600125 administration has proved beneficial.",antivirus
1068,Vesicular Stomatitis Virus-Based Vaccine Protects Mice against Crimean-Congo Hemorrhagic Fever,Anti-CCHFV-GP IgG and neutralizing antibody titers were observed in surviving animals.,antivirus
1069,Synthesis and pharmacological evaluation of several ring-contracted amantadine analogs,They were evaluated against a wide range of viruses and one of them inhibited the cytopathicity of influenza A virus at a concentration similar to that of amantadine.,antivirus
1070,HyperISGylation of Old World Monkey ISG15 in Human Cells,"Introduction of a N89D mutation in HuISG15 improved its ISGylation capacity, and additional Q31K/T33A/D133N mutations yielded a HuISG15 variant with an ISGylation efficiency comparable to OWmISG15.",antivirus
1071,Avian Influenza Virus Infections in Humans,"However, unlike previous poultry outbreaks of highly pathogenic avian influenza due to H5 that were controlled by depopulation with or without vaccination, the presently circulating A/H5N1 genotype Z virus has since been spreading from Southern China to other parts of the world.",antivirus
1072,Antivirals against animal viruses,"In addition, viruses are continually developing new antiviral resistant strains, due to their high mutation rate, which makes it mandatory to continually search for, or develop, new antiviral compounds.",antivirus
1073,Current and Novel Approaches in Influenza Management,"However, conventional vaccines are only effective for a short period of time due to the propensity of influenza viruses to undergo antigenic drift and antigenic shift.",antivirus
1074,Current and Novel Approaches in Influenza Management,"As opposed to active immunization platforms (requiring the use of whole or portions of pathogens as vaccines), the rapidly developing passive immunization involves administration of either pathogen-specific or broadly acting antibodies against a kind or class of pathogens as a treatment to corresponding acute infection.",antivirus
1075,AMP-Activated Protein Kinase Is Required for the Macropinocytic Internalization of Ebolavirus,"The AMPK inhibitor compound C inhibited infectious EBOV replication in Vero cells and diminished EBOV GP-dependent, but not Lassa fever virus GPC-dependent, entry into a variety of cell lines in a dose-dependent manner.",antivirus
1076,Aminopeptidase N (APN/CD13) as a target molecule for scirrhous gastric cancer,"In contrast, CD13-high subpopulation of HSC-58 was more sensitive to an aminopeptidase N inhibitor bestatin.",antivirus
1077,Aminopeptidase N (APN/CD13) as a target molecule for scirrhous gastric cancer,"In terms of antibody-drug therapy, anti-CD13-immunotoxin was highly cytotoxic towards HSC-58 cells and was more cytotoxic than anti-EpCAM-immunotoxin.",antivirus
1078,Antiviral Agents,"In addition, host phenotypic behaviors toward antiviral drugs because of either genomic or epigenetic factors could limit the efficacy of an antiviral agent in an individual.",antivirus
1079,Antiviral Agents☆,"In addition, host phenotypic behaviors toward antiviral drugs because of either genomic or epigenetic factors could limit the efficacy of an antiviral agent in an individual.",antivirus
1080,Real-Time Reverse Transcription–Polymerase Chain Reaction Assay for SARS-associated Coronavirus,The real-time RT-PCR assay was more sensitive than a conventional RT-PCR assay or culture isolation and proved suitable to detect SARS-CoV in clinical specimens.,antivirus
1081,Leukocyte- and Platelet-Derived Microvesicle Interactions following In Vitro and In Vivo Activation of Toll-Like Receptor 4 by Lipopolysaccharide,Numbers of platelet- or leukocyte-derived MV did not increase within one hour following in vitro exposure of blood to LPS.,antivirus
1082,Leukocyte- and Platelet-Derived Microvesicle Interactions following In Vitro and In Vivo Activation of Toll-Like Receptor 4 by Lipopolysaccharide,": Pro-coagulant membrane microvesicles (MV) derived from platelets and leukocytes are shed into the circulation following receptor-mediated activation, cell-cell interaction, and apoptosis.",interleukin
1083,"Chloroquine, a FDA-approved Drug, Prevents Zika Virus Infection and its Associated Congenital Microcephaly in Mice","However, there are no FDA-approved therapies or vaccines against ZIKV infection.",antivirus
1084,Natural compounds inhibiting the replication of Porcine reproductive and respiratory syndrome virus,Current vaccines against PRRSV do not induce sterile immunity and the virus evolves at a rapid rate with frequent appearances of new strains.,antivirus
