,pid,newpid,category,sent,newscore,answer,keyword,question
693,ztcyvsoi,1191,drug,"The virus spreads faster than its two ancestors the SARS-CoV and Middle East respiratory syndrome coronavirus (MERS-CoV), but has lower fatality.",0.149282663559171,"the virus spreads faster than its two ancestors the sars-cov and middle east respiratory syndrome coronavirus ( mers-cov ) , but has lower fatality",Losartan,Can Losartan treat COVID-19
694,c4pcztdc,199,drug,"In December 2019, an outbreak of unexplained pneumonia occurred in Wuhan, Hubei province.",0.14927471899769607,pneumonia,Naproxen,Can Naproxen treat COVID-19
695,2uvibr2j,33,drug,Codon optimization and in silico cloning of MEV ensured increased expression in the Escherichia coli K-12 system.,0.14926630736565194,increased expression,TAF,Can TAF treat COVID-19
696,5xyt8d5u,917,drug,Bilateral ground glass or patchy opacity (89.6%) were the most common signs of radiological finding.,0.14926308271739447,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
697,szsb1oan,238,drug,"This viral epidemic in China has led to the deaths of over 1800 people, mostly elderly or those with an underlying chronic disease or immunosuppressed state.",0.14925115052920773,viral epidemic,Naproxen,Can Naproxen treat COVID-19
698,xieqswct,765,drug,"Here we demonstrate a CRISPR-Cas13-based strategy, PAC-MAN (Prophylactic Antiviral CRISPR in huMAN cells), for viral inhibition that can effectively degrade SARS-CoV-2 sequences and live influenza A virus (IAV) genome in human lung epithelial cells.",0.1492407291072632,degrade sars-cov-2 sequences and live influenza a virus ( iav ) genome in human lung epithelial cells,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
699,iy9vjpuh,284,drug,"Recommendations are also made for the consideration of pregnant women in the design, clinical trials, and implementation of future 2019-nCoV vaccines.",0.1492380054544893,vaccines,TAF,Can TAF treat COVID-19
700,athjtu2j,983,drug," Since the outbreak of the new coronavirus epidemic, novel coronavirus has infected nearly 100,000 people in more than 110 countries.",0.1492281196667256,since the outbreak of the new coronavirus,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
701,yqiggzk9,974,drug,10 patients (19.6%) received short-term (3-5 days) glucocorticoid treatment.,0.14921018825116988,10 patients ( 19 . 6 % ) received short-term ( 3-5 days ) glucocorticoid treatment,Losartan,Can Losartan treat COVID-19
702,szsb1oan,246,drug,"However, it is clear that finding an effective antiviral and developing a vaccine are still significant challenges.",0.14919759820140938,finding an effective antiviral,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
703,fway438n,19,drug,"In December 2019, BARDA awarded the firm a $226 million contract to expand manufacturing capacity for use in a potential flu pandemic.",0.1491954078705164,potential flu pandemic,Vitamin C,Can Vitamin C treat COVID-19
704,rziv5342,209,drug,"COVID-19 is compared with two related coronavirus epidemics, SARS and MERS, in terms of the number of reported human infections, deaths, countries, major country clusters, timelines, and the likelihood of discovering a safe, effective, and approved vaccine.",0.14919046865763325,"likelihood of discovering a safe , effective , and approved vaccine",BCG Vaccine,Can BCG Vaccine treat COVID-19
705,1cc9ig04,962,drug,"While some animal models for such studies are under development, most of the research is carried out in the Vero E6 cells.",0.1491849347740784,"while some animal models for such studies are under development , most of the research is carried out in the vero e6 cells .",IDX-184,Can IDX-184 treat COVID-19
706,ztcyvsoi,1185,drug,The case fatality rate is estimated to range from 2 to 3%.,0.1491844998321879,the case fatality rate is estimated to range from 2 to 3 % .,Losartan,Can Losartan treat COVID-19
707,647zcjgu,775,drug,A unique phenylalanine F486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ACE2.,0.1491834517841575,a unique phenylalanine f486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ace2 .,ribavirin,Can ribavirin treat COVID-19
708,1qkwsh6a,191,drug,The genetic analyses predict bats as the most probable source of 2019-nCoV though further investigations needed to confirm the origin of the novel virus.,0.1491801811295523,2019-ncov,Losartan,Can Losartan treat COVID-19
709,plxz5mkg,502,drug,"An ongoing outbreak of pneumonia caused by a novel coronavirus, currently designated as the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), was reported recently.",0.14917544459296114,severe acute respiratory syndrome coronavirus-2,Naproxen,Can Naproxen treat COVID-19
710,gu2mt6zp,117,drug,"Novel Coronavirus (2019-nCoV) is an emerging pathogen that was first identified in Wuhan, China in late December 2019.",0.14916339315615912,novel coronavirus,Losartan,Can Losartan treat COVID-19
711,b1iyr42n,141,drug,The variation in glycosylation sites was predicted by NetNGlyc 1.0 and validated by N-GlyDE server.,0.14916022969933335,validated by n-glyde server,APN01,Can APN01 treat COVID-19
712,y29kct7v,362,drug,"SARS-CoV-2 is a newly emerging human infectious coronavirus that causes COVID-19, which has been recognized as a pandemic by the World Health Organization (WHO) on March 11(th).",0.1491503270062024,world health organization ( who ) on march 11 ( th ) .,Losartan,Can Losartan treat COVID-19
713,ksbha7kz,1011,drug,"With a diagnosis of post-infectious acute myelitis and comprehensive treatment, paralysis of bilateral lower extremities ameliorated.",0.14914324936224155,paralysis of bilateral lower extremities ameliorated,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
714,5ekdfers,440,drug,Here we collected the blood samples from 18 healthy donors (HD) and 38 COVID-19 patients to analyze changes in γδ T cells.,0.14914137958315898,γδ t cells,sirolimus,Can sirolimus treat COVID-19
715,ejg393zs,293,drug,"We extracted data on the epidemiology, pathogenesis, virology, clinical manifestations, transmission routes, diagnosis, treatment, and prevention measures.",0.14914050766492434,treatment,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
716,73a7uvyz,375,drug,"After the outbreak of the severe acute respiratory syndrome (SARS) in the world in 2003, human coronaviruses (HCoVs) have been reported as pathogens that cause severe symptoms in respiratory tract infections.",0.14914011381792314,human coronaviruses ( hcovs ) have been reported as pathogens that cause severe symptoms in respiratory tract infections,Losartan,Can Losartan treat COVID-19
717,a6p6ka8w,411,drug,"The economic and political impact of the COVID-19 was the most commonly discussed topic, while public health risk and prevention were among the least discussed.",0.1491360166681818,the economic and political impact of the covid-19 was the most commonly discussed topic,Losartan,Can Losartan treat COVID-19
718,190zxwwj,1044,drug,8 (28.6%) patients were suspected to be from hospital-associated transmission.,0.1491252567450948,8,Losartan,Can Losartan treat COVID-19
719,1a8uevk8,530,drug,"This review in the hope of helping the public effectively recognize and deal with the 2019 novel coronavirus (SARS-CoV-2), and providing a reference for future studies.",0.14912160901739113,"helping the public effectively recognize and deal with the 2019 novel coronavirus ( sars-cov-2 ) , and providing a reference for future studies",Losartan,Can Losartan treat COVID-19
720,a6p6ka8w,400,drug,"Objective: To quantify and understand early changes in Twitter activity, content, and sentiment about the COVID-19 epidemic.",0.14912002152917891,"objective : to quantify and understand early changes in twitter activity , content , and sentiment about the covid-19 epidemic",Bevacizumab,Can Bevacizumab treat COVID-19
721,566pbuic,929,drug,"Individual data, laboratory indices, imaging characteristics, and clinical data were collected, and statistical analysis was performed.",0.1491173817068117,"clinical data were collected , and statistical analysis was performed .",Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
722,1cc9ig04,960,drug,SARS-CoV-2 emerged by the end of 2019 to rapidly spread in 2020.,0.1491064672198093,sars-cov-2,Losartan,Can Losartan treat COVID-19
723,d7n1zy0b,747,drug,"Based on the World Health Organization (WHO) reports, SARS HCoV is responsible for >8000 cases with confirmed 774 deaths.",0.14910209705572838,world health organization,TAF,Can TAF treat COVID-19
724,penb65x7,1158,drug,These data indicate that 2–11% of patients with COVID-19 had liver comorbidities and 14–53% cases reported abnormal levels of alanine aminotransferase and aspartate aminotransferase (AST) during disease progression (table).,0.14910200154454764,2 – 11 % of patients with covid-19 had liver comorbidities and 14 – 53 % cases reported abnormal levels of alanine aminotransferase and aspartate aminotransferase ( ast ) during disease progression,Losartan,Can Losartan treat COVID-19
725,5xyt8d5u,921,drug,CONCLUSION: Detailed clinical investigation of 140 hospitalized COVID-19 cases suggest eosinopenia together with lymphopenia may be a potential indicator for diagnosis.,0.14907930568257385,detailed clinical investigation of 140 hospitalized covid-19 cases suggest eosinopenia together with lymphopenia may be a potential indicator for diagnosis,sirolimus,Can sirolimus treat COVID-19
726,nror02j6,107,drug,"Anthony S. Fauci, MD discusses the latest developments in the global spread of COVID-19 and the SARS-CoV-2 virus with JAMA Editor Howard Bauchner, MD.",0.14907902730755612,discusses the latest developments in the global spread of covid-19,Losartan,Can Losartan treat COVID-19
